Coin,Execution Price,Size Tokens,Size USD,Side,Start Position,Closed PnL,Crossed,Fee,Timestamp,Date,Direction_num,Profit_flag,sentiment_num
BTC,82614.0,0.54892,45348.48,1,2.74378,0.0,True,15.237087,2025-03-19 05:33:00,2025-03-19,1,0,-1
BTC,84347.0,0.5628,47470.49,0,3.2927,976.1766,True,15.950085,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.04553,3840.32,0,2.7299,78.971785,True,1.290346,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.4,33738.8,0,2.68437,693.8,True,11.336236,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.08657,7301.92,0,2.28437,150.155665,True,2.453444,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.56917,48007.78,0,2.1978,987.225365,True,16.130614,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.02823,2381.12,0,1.62863,48.964935,True,0.800054,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.4,33738.8,0,1.6004,693.8,True,11.336236,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.4,33738.8,0,1.2004,693.8,True,11.336236,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.63,53138.61,0,0.8004,1092.735,True,17.854572,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.10648,8981.27,0,0.1704,184.68956,True,3.017705,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,84347.0,0.06382,5383.03,0,0.06392,110.69579,True,1.808695,2025-03-19 21:01:00,2025-03-19,0,1,-1
BTC,85522.0,0.0001,8.55,0,0.0001,0.29095,False,0.00082,2025-03-20 02:04:00,2025-03-20,0,1,0
BTC,78711.0,0.00317,249.51,0,0.0,0.0,True,0.083835,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78710.0,0.00019,14.95,0,-0.00317,0.0,True,0.005024,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78708.0,0.00616,484.84,0,-0.00336,0.0,True,0.162906,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78708.0,0.00019,14.95,0,-0.00952,0.0,True,0.005024,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78707.0,0.00019,14.95,0,-0.00971,0.0,True,0.005024,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78706.0,0.00019,14.95,0,-0.0099,0.0,True,0.005023,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78706.0,0.07591,5974.57,0,-0.01009,0.0,False,0.573558,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78706.0,0.3,23611.8,0,-0.086,0.0,False,2.266732,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78706.0,0.00019,14.95,0,-0.386,0.0,False,0.001435,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78706.0,0.00019,14.95,0,-0.38619,0.0,False,0.001435,2025-04-07 00:20:00,2025-04-07,-1,0,-1
BTC,78706.0,0.00019,14.95,0,-0.38638,0.0,False,0.001435,2025-04-07 00:20:00,2025-04-07,-1,0,-1
